Speed,Vertical_Acceleration,Lateral_Acceleration,Longitudinal_Acceleration,Roll,Pitch,Yaw,Status
85.8,-0.029,0.008,-0.015,-1.556,0.043,0.648,2
139.2,0.008,0.027,-0.015,-1.564,-0.014,0.456,2
107.5,-0.019,-0.01,0,-1.578,0.017,0.096,1
113.7,-0.038,0.006,-0.014,-1.587,0.03,2.032,1
108.5,0.001,-0.021,-0.002,-1.553,0.02,0.008,2
109.7,-0.02,0.012,0.007,-1.626,0.031,0.206,2
94.1,-0.013,0.009,0.01,-1.56,-0.033,0.102,2
87.2,-0.016,-0.003,-0.001,-1.556,-0.033,1.845,1
73.9,-0.011,0.005,-0.003,-1.533,-0.019,1.825,2
80.9,-0.022,0.003,0.015,-1.537,0.02,-1.375,1
114.6,-0.005,0.005,-0.015,-1.557,-0.033,0.283,1
91.7,-0.057,-0.391,0.05,-1.5,-0.388,-0.381,2
90.9,0.004,-0.007,0.014,-1.538,-0.002,0.873,2
98,0,-0.011,-0.019,-1.519,0.033,2.537,1
37.2,-0.012,0.006,0.016,-1.644,0.01,-2.856,1
93.5,-0.006,0.003,-0.009,-1.512,-0.003,0.802,1
105.4,-0.037,-0.025,0.018,-1.579,-0.012,0.318,1
62.4,0.009,-0.045,-0.02,-1.547,0.136,-1.084,2
109.3,-0.066,0.009,0.005,-1.571,0.052,-0.072,2
76.8,-0.016,0.011,0.039,-1.578,0.003,2.922,2
92.3,-0.02,-0.008,0.02,-1.575,0.006,0.074,1
86.7,-0.044,0.014,-0.014,-1.591,-0.024,-1,2
85.9,-0.009,0.006,-0.024,-1.556,0.011,0.978,2
89.4,0.015,-0.011,-0.037,-1.567,-0.022,1.159,1
96.3,-0.027,-0.023,-0.015,-1.497,-0.012,1.542,2
91.5,-0.018,0.011,0.014,-1.569,-0.004,-0.046,2
85,0.022,0.001,0.01,-1.544,0.026,3.07,2
96.1,0.011,-0.033,0.001,-1.593,-0.004,-0.507,1
74.1,-0.032,-0.003,-0.001,-1.588,-0.025,-0.669,1
93.7,-0.048,0.004,0.012,-1.542,-0.012,-2.856,2
118.8,-0.118,-0.008,-0.013,-1.563,-0.029,-2.522,2
99.1,-0.008,0.005,0.003,-1.538,-0.022,-1.323,2
115.8,-0.001,0.024,0.003,-1.594,0.003,1.787,2
76,0.01,-0.009,-0.018,-1.53,0.023,2.425,1
93,-0.016,-0.027,0.007,-1.582,-0.054,-0.417,2
82.8,0.019,-0.007,0.02,-1.463,0.034,-0.347,1
113.9,0.036,0.01,-0.005,-1.606,-0.006,-0.732,2
91.9,-0.121,-0.442,-0.032,-1.584,-0.432,-0.488,2
84.3,0.024,0.017,-0.006,-1.595,-0.024,1.099,2
90,-0.007,-0.028,0.034,-1.555,-0.094,-1.185,1
101.8,-0.006,-0.013,-0.026,-1.561,0.012,0.099,1
79.6,-0.022,-0.001,0.012,-1.575,-0.006,3.032,2
94.5,-0.075,-0.47,-0.02,-1.562,-0.429,-0.528,2
79.7,0.003,0.006,-0.009,-1.575,0.013,3.042,2
97.6,-0.022,0.011,-0.003,-1.583,-0.013,3.03,2
94.6,0.001,0,-0.004,-1.556,-0.007,-2.734,1
87.2,-0.015,0.008,0.02,-1.577,-0.04,1.842,1
78.2,-0.022,-0.021,0.002,-1.519,-0.018,-1.553,2
103.4,-0.021,0.01,0.001,-1.523,0.006,-0.996,1
119.6,-0.072,0.002,-0.017,-1.593,0.02,2.399,1
94.9,0.009,-0.004,-0.002,-1.517,0.062,-1.294,1
116.9,-0.016,-0.013,-0.014,-1.57,0.028,1.981,2
117,-0.019,-0.011,-0.023,-1.527,-0.033,-2.666,1
94.7,-0.088,-0.448,-0.029,-1.545,-0.429,-0.508,2
86.3,-0.094,-0.396,0.019,-1.512,-0.397,-0.428,2
119.2,-0.021,0.006,-0.075,-1.545,0.019,0.14,2
76.7,-0.021,-0.012,0.028,-1.614,0.008,0.017,1
90,0,0.002,-0.044,-1.553,-0.042,1.83,1
79.4,0.009,-0.012,0.013,-1.583,0.002,-3.066,2
110.1,-0.011,0.049,0.006,-1.559,-0.028,1.664,2
84.9,0.003,0.014,0.006,-1.522,0.01,2.86,2
95.5,-0.049,-0.033,0.019,-1.546,0.044,-1.413,1
99.3,0.016,0.016,0.01,-1.519,0.004,0.653,1
83.6,0.028,0.022,-0.013,-1.579,-0.003,1.509,2
89.1,-0.021,0.02,-0.018,-1.55,-0.009,-1.004,1
136.3,-0.022,-0.017,-0.009,-1.577,-0.026,0.229,2
103.2,-0.029,-0.002,-0.031,-1.536,-0.019,1.824,1
99.2,-0.002,-0.02,0.041,-1.556,0.024,0.145,2
67.5,-0.002,0.024,-0.01,-1.515,0.013,-1.174,2
101.1,-0.023,0.013,-0.007,-1.539,0.007,0.181,2
133.9,0.003,0.004,0.05,-1.524,-0.012,2.424,2
119.2,0.034,0.002,0.003,-1.557,-0.004,-0.636,1
96.9,0.007,-0.008,0.021,-1.541,-0.012,-2.015,1
95.4,-0.019,-0.018,0.001,-1.597,-0.001,-3.08,2
87,-0.023,0.028,0.025,-1.57,0.037,2.064,1
107.7,0.006,-0.011,0.005,-1.576,-0.022,-2.719,1
91.2,-0.053,0.019,0.027,-1.536,0.013,0.303,2
87,-0.008,-0.01,0,-1.57,-0.052,-0.836,1
66.1,-0.025,0.01,-0.028,-1.541,-0.008,1.7,1
92.8,0.02,0.011,-0.028,-1.556,-0.01,-2.76,1
104.2,-0.008,-0.007,0.01,-1.593,-0.013,-3.099,2
82.9,0.006,0.02,-0.001,-1.576,0.078,0.132,2
102.7,-0.046,-0.023,0.002,-1.557,-0.042,1.73,2
120.9,-0.026,-0.018,0.017,-1.521,-0.028,-2.553,2
96,-0.043,0.006,0.004,-1.534,-0.054,-2.066,1
70.3,-0.014,0,0.016,-1.54,0.013,1.971,2
117.2,-0.009,-0.006,-0.02,-1.514,0.007,0.144,2
67.9,-0.002,0.006,-0.005,-1.513,-0.013,-2.904,1
112.1,-0.012,-0.006,-0.001,-1.565,-0.005,1.879,1
95.5,-0.011,-0.015,0.014,-1.507,-0.078,-2.133,2
76.1,0,0.027,-0.017,-1.591,-0.031,-0.503,1
132.1,-0.008,-0.01,-0.001,-1.519,0.031,0.357,2
89.5,-0.03,0.019,-0.007,-1.497,-0.028,0.906,1
82.5,-0.016,0.031,-0.004,-1.606,0.016,0.362,1
128.3,-0.008,-0.005,0.001,-1.586,0.005,2.646,2
112.4,-0.08,-0.017,0.001,-1.526,-0.015,1.812,2
91.3,-0.004,-0.018,0.019,-1.585,-0.029,3.015,2
80.9,-0.016,0.007,-0.004,-1.567,0.017,1.224,1
97.8,0.002,-0.024,0.001,-1.587,0.028,2.004,2
93.6,-0.042,-0.004,0.011,-1.499,0.01,-0.836,1
106.6,-0.017,-0.002,-0.034,-1.622,0.036,-1.655,2
86,0.012,-0.022,-0.002,-1.604,-0.013,0.343,1
100.4,0.01,0.041,-0.044,-1.555,-0.001,-3.042,2
110.1,-0.032,0.011,0.051,-1.547,-0.011,0.078,2
81,-0.006,0.005,-0.008,-1.562,-0.034,1.824,1
144.6,0.029,-0.002,0.002,-1.57,0.003,2.947,2
86.9,0,-0.014,-0.005,-1.572,-0.038,-0.255,2
113.4,0.015,-0.019,-0.023,-1.604,0.015,1.978,1
102.6,-0.019,0.031,-0.009,-1.637,-0.049,0.502,2
86.1,0.01,-0.003,-0.02,-1.53,-0.029,1.825,1
79,-0.003,-0.018,0.023,-1.595,-0.004,-0.321,2
82.3,0.007,0.001,0.004,-1.565,-0.001,1.217,1
89.4,-0.021,-0.008,-0.011,-1.561,-0.043,-0.831,1
104.1,-0.024,-0.007,-0.016,-1.586,0.023,0.237,2
95.2,-0.012,0.037,-0.019,-1.533,-0.017,-1.801,1
148.1,0.058,-0.003,-0.022,-1.536,-0.007,-2.431,2
98.7,-0.024,0.021,-0.011,-1.584,0.029,1.423,2
92.9,-0.021,-0.008,0.009,-1.53,0.058,-1.891,1
87.6,-0.086,-0.391,-0.007,-1.509,-0.396,-0.436,2
70.2,-0.033,0.034,-0.007,-1.543,-0.066,1.797,2
98.6,-0.018,0.028,-0.028,-1.505,-0.013,0.085,2
109.9,-0.01,0.009,-0.008,-1.527,0.011,2.409,1
89.1,-0.025,0.024,-0.009,-1.582,0.001,0.156,1
118,-0.013,-0.005,0.007,-1.574,0.013,-0.959,2
84.9,-0.01,-0.001,0.018,-1.526,-0.04,-0.101,1
92.4,0.01,-0.04,0.015,-1.617,0.07,-1.347,2
90.3,0.058,0.007,-0.008,-1.596,-0.023,0.028,1
83.2,-0.019,-0.017,0.015,-1.597,-0.027,-0.045,2
94.7,-0.014,-0.008,0.012,-1.53,-0.009,0.764,2
87.7,0.04,0.009,-0.011,-1.54,-0.046,-0.146,1
79.3,-0.012,0.012,-0.005,-1.549,-0.016,-0.632,1
86.9,0.022,-0.007,0.007,-1.6,0.005,-0.803,1
139.8,0.041,0.009,0.013,-1.54,-0.026,-2.444,2
85.6,-0.04,0.026,-0.011,-1.553,0.016,0.081,1
73.5,-0.013,-0.006,0,-1.515,0.004,3.046,2
98.8,-0.023,0.002,-0.005,-1.555,-0.054,1.67,2
84.1,-0.01,0.004,-0.018,-1.612,0.023,0.034,1
121.3,-0.041,0.101,0.028,-1.528,-0.082,-1.696,2
94.6,-0.042,0.051,-0.011,-1.563,-0.009,-0.445,1
93.4,-0.019,-0.01,-0.038,-1.561,-0.034,2.274,1
87.9,-0.023,-0.004,-0.005,-1.548,0.046,1.506,1
86.7,-0.034,0.031,0.047,-1.505,-0.023,0.638,1
85.2,-0.005,-0.008,-0.005,-1.503,0.005,1.344,2
85.2,-0.048,0.013,-0.016,-1.528,-0.055,1.169,1
104.1,-0.014,0.005,-0.036,-1.583,-0.008,-2.954,2
95.3,-0.007,-0.018,-0.026,-1.636,0.049,0.46,2
99,0.013,0.014,-0.006,-1.602,0.013,-1.21,2
88.6,-0.024,0.017,-0.015,-1.612,0.066,0.601,1
109.4,-0.024,-0.008,0.004,-1.613,0.014,2.073,2
85.4,-0.015,0.019,0.028,-1.526,-0.041,1.838,1
141.5,-0.017,-0.018,0.025,-1.526,0.015,2.811,2
103.8,-0.011,-0.027,0.031,-1.537,0.019,2.441,1
98.9,-0.01,0.015,0.007,-1.582,-0.014,-3.136,2
101.1,-0.007,-0.009,-0.061,-1.595,-0.019,-1.07,1
88.1,-0.004,0.027,0,-1.598,0.034,0.538,1
51.7,0.007,-0.004,-0.015,-1.605,0.208,1.187,1
92.4,-0.013,-0.012,0.007,-1.513,-0.038,0.211,1
61.4,0.055,-0.004,0.008,-1.534,-0.005,0.688,2
104.3,-0.016,-0.012,-0.012,-1.636,-0.056,0.509,2
69.8,-0.027,-0.041,-0.051,-1.587,0.173,-1.142,1
97.6,0.007,-0.033,0.004,-1.554,0.025,-0.173,2
109.3,-0.027,-0.019,0,-1.536,0.03,-0.588,1
84.2,-0.017,0.013,0.009,-1.529,0.002,0.108,1
91.7,0.015,-0.007,0.035,-1.562,-0.005,-0.759,2
123.1,0.01,-0.008,0.008,-1.628,-0.022,2.055,2
87.8,-0.032,-0.045,-0.06,-1.496,-0.011,2.365,1
89.6,0.012,-0.001,-0.008,-1.538,-0.031,0.077,2
104.7,0.009,-0.016,0.011,-1.514,-0.008,1.851,1
113.8,-0.046,-0.027,-0.013,-1.641,-0.009,0.597,2
91,-0.041,-0.057,-0.012,-1.529,0.003,1.586,2
82.7,0.034,-0.038,-0.004,-1.598,0.058,-0.053,1
82.4,-0.014,-0.003,0.008,-1.55,0.006,2.877,2
88.8,-0.007,0.006,-0.003,-1.557,-0.012,0.783,2
87.8,-0.035,0.09,-0.027,-1.539,0.037,1.886,2
91.8,0.015,0.03,0,-1.566,0.018,0.113,2
122.7,-0.056,0.02,0.002,-1.565,0.005,2.701,1
115,-0.012,0.048,0.001,-1.583,0.081,-0.447,2
121.6,-0.032,-0.056,0.006,-1.575,-0.022,-0.897,1
88.4,0.014,0.026,-0.027,-1.549,-0.051,1.489,2
88.7,-0.023,-0.004,-0.023,-1.563,-0.054,-0.838,1
134.9,-0.034,-0.002,-0.012,-1.529,0.012,2.84,2
126.5,0.024,0.005,-0.048,-1.574,0.002,-2.377,2
117.8,0.01,-0.005,0.006,-1.552,0.045,-0.58,1
98.9,0.036,0.005,-0.029,-1.531,0,-2.752,1
111.4,0.009,0.008,-0.026,-1.556,-0.009,0.317,1
102.9,-0.059,0.047,-0.001,-1.574,-0.001,-2.751,1
112.1,-0.011,-0.04,-0.001,-1.606,-0.016,-1.08,1
122.4,0.017,0.041,-0.046,-1.573,0.094,0.709,2
89,0.005,0,-0.009,-1.562,-0.003,0.769,2
92.6,-0.03,-0.017,0.016,-1.538,-0.029,1.491,2
83.2,0.001,-0.005,-0.005,-1.628,-0.019,0.518,2
89,0.009,-0.012,0.006,-1.583,-0.034,1.64,1
88.1,0.014,0.029,0.009,-1.529,0.009,0.118,2
86,-0.009,0.011,0.02,-1.499,-0.022,1.486,1
100,0.003,-0.019,0.007,-1.561,0.021,0.141,2
87.9,-0.016,-0.02,-0.015,-1.529,0.002,-3.005,2
82.8,-0.005,-0.006,0.018,-1.583,-0.019,-1.615,1
88.4,-0.054,0.257,-0.122,-1.652,0.26,1.168,2
90.9,-0.03,0.036,0.009,-1.516,0.009,-0.587,1
93.9,-0.01,-0.026,-0.008,-1.563,-0.013,-0.568,1
93.6,-0.012,-0.015,0.013,-1.563,-0.028,-2.082,1
110.8,-0.025,-0.006,-0.012,-1.534,0.015,-1.229,2
84,-0.001,-0.007,-0.007,-1.551,-0.029,-1.598,1
95.9,0.011,0.014,0,-1.528,0.026,-1.709,1
105.7,-0.009,-0.01,-0.004,-1.542,0.027,-0.891,1
95.5,-0.029,0,0.026,-1.559,0.022,-1.219,2
96.1,-0.023,0.02,-0.042,-1.554,0.006,0.109,2
90.3,-0.015,0.012,-0.012,-1.594,-0.003,0.208,1
85.1,0.016,-0.027,0.008,-1.489,-0.072,-1.11,1
86.9,0.021,-0.01,-0.042,-1.562,0.01,0.251,1
98.1,0.011,0.02,0.02,-1.506,0.016,0.115,1
91.5,0.001,-0.019,0.001,-1.612,0.061,0.583,2
135.5,0.031,-0.005,0.009,-1.509,-0.028,0.402,2
91.4,-0.012,0.01,-0.036,-1.556,0.013,0.151,1
115.2,-0.027,-0.005,-0.017,-1.537,-0.007,-1.254,2
84.8,-0.033,0.01,-0.025,-1.51,0.021,1.38,1
99.6,-0.018,0.005,0.001,-1.559,0.008,-1.221,2
132.3,-0.036,-0.007,-0.006,-1.54,-0.077,-2.675,2
110.1,-0.029,-0.02,-0.009,-1.552,0.003,-1.264,2
99.9,-0.001,0.014,0.002,-1.572,-0.011,-0.204,2
94.9,0.004,-0.015,-0.001,-1.573,-0.06,-2.867,1
91.9,-0.015,-0.051,-0.023,-1.532,-0.028,1.967,2
100.4,-0.014,-0.016,-0.014,-1.63,-0.001,-2.95,2
123,-0.034,0.003,0.007,-1.564,-0.004,2.6,1
110.7,0.026,0.001,0.011,-1.555,-0.029,-0.78,1
144.4,-0.054,0.029,-0.042,-1.536,0.054,3.042,2
68.4,0.058,0.143,0.011,-1.658,0.013,-2.432,2
90.4,-0.045,0.008,-0.001,-1.549,-0.02,0.825,2
108,-0.049,0.023,-0.034,-1.519,-0.007,-0.331,2
85.6,0.027,-0.031,0,-1.526,0.011,-1.332,2
98,-0.02,0.004,-0.002,-1.535,-0.029,-1.825,1
90.5,-0.014,0.009,-0.008,-1.522,-0.075,-1.748,1
128.2,0.035,0.007,0.003,-1.548,0.02,0.097,2
83.8,-0.001,-0.008,-0.055,-1.569,0.023,2.918,2
118.6,0.034,0.006,0.002,-1.618,-0.027,-2.52,2
91.9,-0.02,-0.012,-0.204,-1.492,0.022,2.593,2
88.2,-0.007,0.007,-0.013,-1.515,0,-0.94,1
97.8,-0.019,0.007,-0.028,-1.546,-0.009,1.701,1
97.8,-0.017,-0.008,0.014,-1.557,-0.039,-1.398,2
110.8,-0.039,-0.02,-0.035,-1.586,-0.1,-0.075,2
98.5,0.037,0.013,-0.003,-1.602,-0.008,-0.104,2
102.3,-0.036,-0.02,-0.02,-1.529,0.033,1.312,2
99.7,-0.028,-0.006,-0.019,-1.555,0.001,-2.815,1
89.5,-0.006,-0.019,0.006,-1.567,0,0.168,1
108.8,-0.07,-0.332,-0.11,-1.631,-0.287,-0.576,2
78.2,-0.045,0,0.008,-1.6,-0.022,-0.725,1
55.6,-0.074,0.056,0.02,-1.634,0.237,-2.966,2
75.8,-0.005,-0.001,-0.003,-1.599,0.029,0.293,2
139.2,-0.126,0.022,-0.006,-1.557,-0.038,-2.443,2
108.5,-0.007,-0.003,0.003,-1.571,0.012,2.61,1
106.6,-0.013,-0.001,0.001,-1.54,-0.01,2.576,1
87.9,-0.066,0.036,-0.03,-1.546,0.035,-1.094,2
134.1,-0.009,0.038,-0.005,-1.555,0.058,0.448,2
92.3,0.007,-0.01,0.007,-1.561,0.009,1.996,2
81.6,-0.032,-0.007,0.035,-1.554,-0.047,-1.471,2
102.9,0.036,-0.03,-0.004,-1.537,-0.047,0.769,2
85.3,-0.037,-0.028,-0.037,-1.504,-0.015,0.963,2
97.9,-0.038,-0.025,0.002,-1.531,-0.01,0.799,2
133.4,-0.011,0.017,-0.018,-1.557,-0.02,-2.358,2
86.7,-0.015,0.003,0.07,-1.577,0.013,-1.922,2
104.7,-0.046,0.037,0.011,-1.573,-0.064,-2.938,1
105.9,0.009,-0.061,-0.013,-1.563,-0.054,-0.345,2
78.8,-0.016,-0.012,0.006,-1.593,0.024,-0.052,2
100.9,0.011,-0.006,0.01,-1.578,-0.012,-2.809,1
92.5,-0.016,0.035,-0.024,-1.571,0.003,-2.583,1
105.1,0.049,0.012,0.043,-1.542,-0.003,2.343,1
97.8,-0.038,0.022,-0.003,-1.574,-0.036,-0.274,2
86.3,-0.005,-0.001,0.016,-1.513,-0.004,0.09,1
85.9,-0.039,-0.024,0.041,-1.527,-0.026,0.68,1
77.9,-0.016,-0.009,0.027,-1.503,0.016,-3.099,2
88.8,-0.018,-0.005,-0.047,-1.562,0.018,0.575,2
86.5,0.004,-0.004,0.003,-1.572,-0.006,1.673,1
79.2,-0.01,0.037,0.007,-1.601,0.021,0.328,2
104,-0.036,0.016,-0.009,-1.576,-0.009,-0.021,2
90.7,0.002,-0.021,-0.012,-1.516,-0.073,-1.154,1
78.6,-0.017,0.007,0.005,-1.558,0.003,2.985,2
93.6,-0.021,0.011,-0.072,-1.563,-0.019,-0.854,2
103.7,0.012,0.013,-0.025,-1.575,-0.061,1.737,2
127.6,-0.039,-0.037,0.009,-1.574,-0.035,0.412,2
87.2,-0.046,0.03,-0.007,-1.54,0.022,0.136,1
81.4,-0.008,0.019,0.031,-1.575,-0.028,-1.616,1
98,-0.016,0.009,0.028,-1.611,-0.05,2.297,1
69.8,-0.043,0.004,0.023,-1.579,0.013,-0.187,1
87.9,-0.041,-0.051,-0.022,-1.599,-0.043,-0.838,1
106.5,0.015,-0.007,0.001,-1.575,-0.029,2.566,1
110.7,-0.038,0.015,-0.022,-1.549,-0.004,1.681,2
97.2,-0.021,0.027,-0.001,-1.495,0.043,-1.502,1
85.9,-0.031,0.006,-0.009,-1.54,0.004,-1.405,1
89.9,-0.016,0.025,-0.001,-1.521,0.083,1.592,2
105.6,-0.015,0.009,0.019,-1.524,0.039,-1.636,2
128.4,-0.014,-0.208,-0.049,-1.66,-0.273,-0.594,2
101.8,0.015,0.036,0.006,-1.591,0.014,0.023,1
93.3,0.006,-0.002,0.001,-1.591,-0.011,1.988,2
71.6,-0.004,0.033,-0.024,-1.615,0.006,0.202,2
84,0.003,-0.021,0.011,-1.547,-0.005,0.333,2
81.5,0.004,-0.018,0.001,-1.53,-0.011,2.87,2
105.1,-0.005,0.041,0.014,-1.634,0.012,2.696,2
108.1,0.003,-0.02,-0.007,-1.54,-0.047,0.27,1
91.7,-0.005,-0.016,-0.008,-1.548,0.036,0.075,2
93.5,-0.009,0.015,0.001,-1.576,-0.035,-1.4,2
99.1,-0.006,0,0.014,-1.562,-0.013,0.042,1
92.5,-0.009,0.013,0.002,-1.513,-0.046,-1.642,1
98.1,0.005,0.001,0.005,-1.502,-0.041,-1.749,1
100.4,0.004,-0.019,0.028,-1.59,-0.024,-0.001,2
104.3,0.005,0.005,0.008,-1.551,-0.008,2.144,2
104.8,0.022,0.019,0,-1.532,-0.029,-1.247,2
71.7,0.016,-0.024,-0.001,-1.527,0.009,-1.377,2
100.8,0.001,0.014,0.075,-1.545,0.003,-3.03,2
86.6,-0.022,0.003,-0.013,-1.548,0.018,1.01,2
75.4,-0.026,0.01,0,-1.536,0.017,-1.66,2
112,0.016,0.047,-0.008,-1.53,0.056,-0.725,2
122.2,-0.029,0.037,0.005,-1.556,0.014,2.72,1
102.3,-0.034,-0.005,0.009,-1.562,-0.027,0.067,1
85.9,-0.06,-0.409,-0.033,-1.614,-0.407,-0.401,2
117.6,0.036,-0.009,0.002,-1.581,0.037,-1.201,1
100.8,0.026,-0.087,0.008,-1.571,-0.129,-1.134,2
91.5,-0.032,-0.002,-0.007,-1.497,-0.01,0.897,1
89.9,-0.124,-0.455,-0.049,-1.604,-0.444,-0.475,2
112.7,-0.031,-0.02,-0.028,-1.551,-0.024,-2.663,1
112.8,0.016,-0.002,-0.031,-1.596,-0.028,-2.731,1
85,-0.008,-0.023,0.046,-1.541,-0.017,-0.661,2
105.8,0.004,0.006,-0.041,-1.547,0.018,0.146,2
117.2,-0.049,-0.042,-0.021,-1.522,0.115,-1.636,2
100.9,-0.022,-0.031,0.013,-1.566,0.022,0.212,2
78.3,0.019,0.002,-0.011,-1.524,-0.002,-1.725,2
71.6,-0.002,-0.001,-0.047,-1.518,-0.015,-0.472,1
62.1,-0.016,0.012,-0.003,-1.576,-0.028,0.679,2
114.7,-0.021,0.007,-0.001,-1.546,0.085,-1.196,1
121.3,-0.021,-0.012,0.014,-1.511,0.002,2.607,2
84.5,-0.036,0.009,-0.033,-1.548,0.024,-2.826,1
137.3,-0.001,-0.011,0.006,-1.559,0.014,0.331,2
89.8,-0.037,0.006,0.009,-1.52,0.042,-0.46,1
121,-0.014,-0.007,-0.007,-1.554,-0.022,2.392,1
112.9,-0.02,-0.017,-0.016,-1.503,-0.027,2.772,2
111.9,0.019,0.005,0.038,-1.52,-0.003,1.5,2
109.2,-0.095,-0.337,-0.05,-1.641,-0.288,-0.553,2
83.7,0.036,0.018,0.023,-1.544,0.02,2.919,2
98.7,-0.019,-0.026,0.001,-1.522,0.011,1.555,2
94.7,-0.056,0.009,-0.025,-1.52,-0.062,-1.445,1
89.9,-0.038,0.013,0.005,-1.542,0.036,-0.985,1
113.3,-0.006,0.013,-0.01,-1.585,0.008,-1.067,1
94.5,-0.009,-0.003,0.001,-1.505,-0.011,1.434,1
102.5,-0.012,0.034,-0.003,-1.564,0.007,1.754,2
94.7,-0.04,0.036,-0.018,-1.495,0.011,0.19,1
86.7,0.007,-0.02,-0.001,-1.572,-0.015,1.607,1
107,-0.004,0.043,0.014,-1.552,-0.04,0.001,1
51.8,-0.014,0.005,0.142,-1.534,-0.005,3.119,2
98.9,-0.025,-0.029,0.016,-1.538,-0.017,0.799,2
91.4,-0.029,-0.022,-0.016,-1.592,-0.025,1.67,2
90.4,-0.04,0.011,-0.012,-1.513,-0.039,-0.253,1
88.1,0.021,0.014,0.01,-1.568,0.034,1.344,1
89.3,0.015,-0.011,0.018,-1.557,0.004,0.188,1
115.3,0.007,0.028,0.01,-1.645,-0.037,2.643,2
87.4,-0.017,-0.006,0.004,-1.546,0.008,-1.213,1
92.6,-0.072,-0.046,0.014,-1.575,0.011,-3.104,2
83.4,-0.014,0.003,0.013,-1.546,0.041,2.963,2
62.8,0.007,0.017,-0.032,-1.541,-0.018,0.815,1
105.9,-0.022,0.002,-0.001,-1.54,-0.006,-1.023,1
89.1,0.002,0.001,0.008,-1.602,-0.036,0.377,1
96.6,-0.005,0.005,0.012,-1.558,-0.007,-3.046,2
78.5,-0.016,-0.001,0.015,-1.557,-0.015,-0.949,2
98.3,-0.036,0.027,0,-1.592,0.023,0.416,1
89.5,0.021,0.01,-0.008,-1.578,0.02,0.278,1
94,0.018,-0.005,0.035,-1.556,-0.017,-2.898,2
117.4,0.005,0.012,-0.018,-1.572,-0.008,1.783,2
91.9,-0.014,-0.006,-0.014,-1.51,-0.076,-1.795,2
123.2,0.012,0.005,-0.059,-1.558,-0.011,-2.424,2
109.2,-0.027,-0.012,0.015,-1.525,0.016,2.036,1
94.5,-0.009,-0.025,-0.003,-1.572,-0.055,-1.432,2
94.7,-0.012,-0.003,0.005,-1.572,-0.009,-0.644,1
94.2,-0.009,-0.008,0.019,-1.551,-0.056,-2.857,1
123.2,0.053,-0.033,-0.001,-1.567,-0.006,2.596,1
96.3,0.011,0.009,0.012,-1.525,-0.003,-1.565,1
89.6,0,-0.02,-0.022,-1.536,0.032,-1.045,2
109.4,-0.037,-0.018,-0.013,-1.582,0.003,0.266,2
101.1,-0.028,0.027,-0.026,-1.516,0.085,1.235,2
88.5,0.033,0.054,-0.028,-1.526,-0.067,0.169,2
82,-0.094,-0.381,0.042,-1.51,-0.404,-0.4,2
117,-0.023,0.028,0.013,-1.621,0.008,1.964,2
95.6,-0.004,-0.009,-0.018,-1.559,-0.008,-3.054,2
94.5,-0.007,-0.021,-0.067,-1.582,-0.023,-2.682,1
107.3,0.015,-0.015,-0.001,-1.56,-0.012,3.131,2
105.5,-0.02,0.009,-0.013,-1.512,-0.047,-1.544,1
85.4,0.026,-0.045,-0.056,-1.571,-0.022,0.337,2
118.1,-0.074,-0.434,-0.04,-1.607,-0.388,-0.325,2
47.6,-0.034,0.003,-0.003,-1.519,-0.161,1.959,1
88.3,-0.081,-0.452,-0.058,-1.604,-0.439,-0.446,2
95.7,-0.049,-0.013,0.023,-1.541,-0.001,0.095,2
81.3,-0.019,0.004,0,-1.562,0.005,-0.162,1
89.9,-0.025,0,0,-1.52,-0.041,-0.24,1
83.1,-0.033,-0.003,0.006,-1.557,0.018,0.198,1
92.1,-0.028,-0.008,-0.01,-1.516,-0.026,1.667,1
85.1,0.004,0.044,0.002,-1.577,-0.022,-1.225,1
93.1,-0.023,0.001,-0.009,-1.509,-0.009,0.737,1
96.1,0.019,0.019,-0.006,-1.611,0.041,0.021,2
128.4,-0.038,-0.022,-0.035,-1.561,0.007,2.645,2
94.1,-0.061,0.023,-0.005,-1.542,-0.005,0.212,1
93.3,-0.015,-0.003,-0.004,-1.54,0.027,0.19,2
81.8,-0.024,0.033,0.004,-1.568,-0.065,-0.393,1
90.5,0.014,0.009,-0.024,-1.546,-0.044,0.902,1
79.4,-0.026,0.026,0.031,-1.566,0.005,0.243,2
84.9,-0.016,0.011,0.014,-1.552,0.009,-3,2
83.8,-0.016,0.024,0.008,-1.525,-0.038,1.881,1
87.4,0.005,0.002,-0.001,-1.494,-0.067,-1.087,1
114.6,-0.015,0.005,-0.007,-1.539,-0.026,-1.431,1
100.3,0.02,0.004,0.015,-1.555,0.002,-2.68,1
94.5,0.01,0.002,0.001,-1.573,0.003,-1.4,2
104.2,-0.002,-0.039,0.019,-1.571,-0.027,-0.481,2
87.8,-0.051,-0.011,-0.001,-1.551,0.008,-0.328,2
89.5,-0.02,0.036,0.029,-1.575,-0.032,-0.115,2
88.1,-0.109,0.042,0.03,-1.537,0.021,1.271,1
95.8,-0.004,-0.007,-0.02,-1.517,0.011,-0.88,1
120.1,-0.008,0.024,0.006,-1.554,-0.01,1.957,1
86.8,0.002,0.022,-0.022,-1.535,0.018,2.949,2
92.7,-0.024,0.009,-0.04,-1.553,0,3.093,2
94.2,-0.013,0.003,0.004,-1.568,0.008,-3.093,2
100.6,-0.003,0.011,0.029,-1.565,0.021,-1.464,2
